Order Number,Product ID,Customer number,Date,Material Type,Reason for rejection,Order qty,Confirmed Qty,Canceled Qty,Order value $,Confirmed Value,Canceled Value,Class,Fill rate
43-146670,274493552068,11049999,"Monday, September 04, 2023",Saleable Products,Global Allocation,22,19,3,$993.26,$857.82,$135.44,C,86%
43-388909,539441524732,42787299,"Friday, January 31, 2025",Saleable Products,Discontinued,43,0,43,$3892.99,$0.0,$3892.99,C,0%
43-738088,871590378377,77898694,"Thursday, May 25, 2023",Saleable Products,Global Allocation,50,48,2,$4510.33,$4329.92,$180.41,Travel Retail,96%
43-308334,397982492151,25492573,"Thursday, September 14, 2023",Saleable Products,Global Allocation,20,17,3,$1155.32,$982.02,$173.3,Travel Retail,85%
43-822171,273665994394,91178885,"Wednesday, June 28, 2023",Saleable Products,Discontinued,19,0,19,$1182.61,$0.0,$1182.61,Set,0%
43-630019,274493552068,46553958,"Sunday, August 06, 2023",Saleable Products,Automatic Closing,27,24,3,$276.6,$245.86,$30.74,Travel Retail,88%
43-529131,726820024292,56020613,"Sunday, November 05, 2023",Saleable Products,Automatic Closing,8,7,1,$323.31,$282.9,$40.41,Set,87%
43-281370,947087372942,38609087,"Saturday, June 08, 2024",Saleable Products,Global Allocation,18,16,2,$1412.45,$1255.51,$156.94,Set,88%
43-766160,150711229823,68812137,"Thursday, January 05, 2023",Saleable Products,Discontinued,10,0,10,$994.66,$0.0,$994.66,Set,0%
43-883106,169869415070,71367643,"Monday, February 24, 2025",Saleable Products,Freshness,50,49,1,$4753.78,$4658.7,$95.08,Set,98%
43-983031,187525138707,46553958,"Thursday, February 02, 2023",Saleable Products,Global Allocation,49,47,2,$907.13,$870.11,$37.02,Limited Edition,95%
43-978559,743806247029,11049999,"Sunday, October 08, 2023",Saleable Products,No Inventory,41,0,41,$1949.45,$0.0,$1949.45,Set,0%
43-103381,354342113419,77898694,"Thursday, March 23, 2023",Saleable Products,Global Allocation,35,33,2,$522.13,$492.29,$29.84,Set,94%
43-426279,169869415070,23903144,"Wednesday, April 10, 2024",Saleable Products,OK,15,15,0,$1280.52,$1280.52,$0.0,Limited Edition,100%
43-387061,850726264460,52436584,"Friday, December 27, 2024",Saleable Products,Automatic Closing,23,20,3,$1741.22,$1514.11,$227.11,Limited Edition,86%
43-687789,214832269481,28024248,"Wednesday, May 10, 2023",Saleable Products,Discontinued,12,0,12,$1115.49,$0.0,$1115.49,Travel Retail,0%
43-467719,643354278056,82909480,"Sunday, November 12, 2023",Saleable Products,Freshness,49,47,2,$2702.53,$2592.22,$110.31,Travel Retail,95%
43-223432,607507949295,99038526,"Monday, April 24, 2023",Saleable Products,No Inventory,27,0,27,$520.95,$0.0,$520.95,Set,0%
43-458038,198912225902,48250360,"Tuesday, January 07, 2025",Saleable Products,Freshness,6,4,2,$375.35,$250.23,$125.12,Set,66%
43-588900,367469214295,11049999,"Tuesday, December 05, 2023",Saleable Products,No Inventory,24,0,24,$2113.05,$0.0,$2113.05,C,0%
43-695772,407473554860,85563727,"Sunday, December 17, 2023",Saleable Products,Global Allocation,22,19,3,$319.1,$275.59,$43.51,Limited Edition,86%
43-976720,939668623711,52436584,"Sunday, September 10, 2023",Saleable Products,Freshness,9,8,1,$750.02,$666.68,$83.34,Set,88%
43-830115,709761138617,84437458,"Monday, February 12, 2024",Saleable Products,Freshness,10,9,1,$661.24,$595.12,$66.12,Limited Edition,90%
43-190277,275259659197,92097999,"Friday, September 06, 2024",Saleable Products,Global Allocation,3,2,1,$65.7,$43.8,$21.9,Set,66%
43-693692,187525138707,84437458,"Friday, April 21, 2023",Saleable Products,Automatic Closing,6,4,2,$415.95,$277.3,$138.65,Travel Retail,66%
43-585496,945433611429,99639081,"Saturday, December 02, 2023",Saleable Products,OK,26,26,0,$405.29,$405.29,$0.0,C,100%
43-192444,136171878809,45431319,"Monday, July 01, 2024",Saleable Products,Automatic Closing,45,43,2,$1156.53,$1105.13,$51.4,Limited Edition,95%
43-221909,275259659197,84437458,"Wednesday, December 13, 2023",Saleable Products,Automatic Closing,14,11,3,$213.51,$167.76,$45.75,C,78%
43-194960,835339233454,28024248,"Sunday, November 19, 2023",Saleable Products,OK,36,36,0,$2253.23,$2253.23,$0.0,Set,100%
43-291366,743806247029,92097999,"Sunday, April 14, 2024",Saleable Products,Global Allocation,42,39,3,$1507.62,$1399.94,$107.68,Limited Edition,92%
43-864989,390355792387,19233013,"Monday, October 16, 2023",Saleable Products,Automatic Closing,19,16,3,$683.24,$575.36,$107.88,Travel Retail,84%
43-190615,847373620112,50603163,"Wednesday, August 21, 2024",Saleable Products,Discontinued,48,0,48,$3272.72,$0.0,$3272.72,C,0%
43-294677,369419548116,84252420,"Monday, January 30, 2023",Saleable Products,Discontinued,39,0,39,$776.09,$0.0,$776.09,Set,0%
43-432924,743806247029,11049999,"Monday, January 29, 2024",Saleable Products,OK,23,23,0,$1540.73,$1540.73,$0.0,Travel Retail,100%
43-719864,277660601409,23903144,"Wednesday, June 28, 2023",Saleable Products,Discontinued,5,0,5,$364.05,$0.0,$364.05,C,0%
43-757063,312933106111,25492573,"Saturday, May 25, 2024",Saleable Products,Global Allocation,44,43,1,$3835.48,$3748.31,$87.17,Travel Retail,97%
43-121084,459422681391,93370583,"Tuesday, July 30, 2024",Saleable Products,Freshness,15,13,2,$1056.45,$915.59,$140.86,Travel Retail,86%
43-903966,498837994177,82909480,"Tuesday, April 08, 2025",Saleable Products,Global Allocation,30,27,3,$2064.27,$1857.84,$206.43,C,90%
43-277561,377150435753,95125977,"Tuesday, January 23, 2024",Saleable Products,OK,33,33,0,$2280.02,$2280.02,$0.0,Travel Retail,100%
43-927050,748913461122,97775215,"Monday, January 16, 2023",Saleable Products,Freshness,38,36,2,$520.75,$493.34,$27.41,Set,94%
43-110945,561902006518,45594597,"Friday, June 16, 2023",Saleable Products,Discontinued,19,0,19,$945.37,$0.0,$945.37,Set,0%
43-328092,945433611429,91178885,"Thursday, October 12, 2023",Saleable Products,Automatic Closing,5,2,3,$298.03,$119.21,$178.82,Travel Retail,40%
43-768934,517010168081,11049999,"Sunday, June 18, 2023",Saleable Products,Discontinued,9,0,9,$628.72,$0.0,$628.72,Limited Edition,0%
43-492722,599410093881,50603163,"Saturday, January 13, 2024",Saleable Products,Global Allocation,7,4,3,$253.46,$144.84,$108.62,C,57%
43-582711,605645347792,93370583,"Monday, April 08, 2024",Saleable Products,Global Allocation,24,23,1,$1704.29,$1633.28,$71.01,Limited Edition,95%
43-185222,911856239313,77834855,"Saturday, March 04, 2023",Saleable Products,OK,41,41,0,$1870.7,$1870.7,$0.0,Set,100%
43-859459,397982492151,25492573,"Saturday, September 02, 2023",Saleable Products,Automatic Closing,16,15,1,$1190.07,$1115.69,$74.38,Set,93%
43-358717,277660601409,30863865,"Thursday, February 20, 2025",Saleable Products,Automatic Closing,37,35,2,$986.19,$932.89,$53.3,C,94%
43-422733,654818085172,27778019,"Monday, August 07, 2023",Saleable Products,Freshness,10,8,2,$374.22,$299.37,$74.85,Set,80%
43-977981,517045625552,75569635,"Tuesday, August 15, 2023",Saleable Products,Freshness,21,18,3,$2004.74,$1718.35,$286.39,C,85%
43-813965,312933106111,52436584,"Sunday, November 03, 2024",Saleable Products,Global Allocation,21,20,1,$1642.46,$1564.25,$78.21,Limited Edition,95%
43-773518,947087372942,77834855,"Sunday, May 28, 2023",Saleable Products,OK,47,47,0,$4271.18,$4271.18,$0.0,C,100%
43-300368,407473554860,71367643,"Friday, September 27, 2024",Saleable Products,Global Allocation,15,13,2,$420.26,$364.22,$56.04,Set,86%
43-883714,607507949295,93370583,"Monday, March 24, 2025",Saleable Products,No Inventory,13,0,13,$1233.17,$0.0,$1233.17,Limited Edition,0%
43-892547,176040557040,56843172,"Wednesday, December 13, 2023",Saleable Products,Automatic Closing,50,49,1,$3848.84,$3771.86,$76.98,Limited Edition,98%
43-873964,277660601409,31172421,"Friday, November 22, 2024",Saleable Products,Automatic Closing,7,5,2,$442.06,$315.75,$126.31,C,71%
43-239182,407473554860,23419256,"Friday, September 06, 2024",Saleable Products,Global Allocation,40,38,2,$445.9,$423.61,$22.29,Limited Edition,95%
43-425569,267974663989,38609087,"Thursday, October 26, 2023",Saleable Products,Automatic Closing,8,7,1,$117.37,$102.7,$14.67,Travel Retail,87%
43-155926,763595448017,99639081,"Wednesday, January 03, 2024",Saleable Products,Freshness,43,41,2,$3419.37,$3260.33,$159.04,C,95%
43-497735,709761138617,50603163,"Wednesday, July 05, 2023",Saleable Products,Automatic Closing,41,39,2,$2878.51,$2738.1,$140.41,Limited Edition,95%
43-840204,169869415070,23903144,"Wednesday, August 16, 2023",Saleable Products,Freshness,38,37,1,$1110.75,$1081.52,$29.23,Set,97%
43-401021,808302588517,45594597,"Sunday, March 26, 2023",Saleable Products,Discontinued,2,0,2,$99.43,$0.0,$99.43,Travel Retail,0%
43-286650,684850587137,38270233,"Sunday, November 26, 2023",Saleable Products,OK,37,37,0,$2554.38,$2554.38,$0.0,Travel Retail,100%
43-392514,914655221101,42787299,"Thursday, October 17, 2024",Saleable Products,OK,22,22,0,$250.23,$250.23,$0.0,Travel Retail,100%
43-247247,709761138617,11250299,"Thursday, July 04, 2024",Saleable Products,Automatic Closing,4,3,1,$283.77,$212.83,$70.94,Set,75%
43-692487,570662212985,27778019,"Wednesday, April 09, 2025",Saleable Products,OK,47,47,0,$2168.56,$2168.56,$0.0,Travel Retail,100%
43-430868,367469214295,93370583,"Tuesday, May 23, 2023",Saleable Products,No Inventory,7,0,7,$129.77,$0.0,$129.77,Travel Retail,0%
43-534092,517010168081,92097999,"Friday, June 21, 2024",Saleable Products,Discontinued,1,0,1,$24.72,$0.0,$24.72,Travel Retail,0%
43-336936,690821577339,45594597,"Thursday, February 01, 2024",Saleable Products,Automatic Closing,19,17,2,$919.55,$822.76,$96.79,Set,89%
43-975849,496852403351,46553958,"Sunday, August 20, 2023",Saleable Products,Freshness,30,28,2,$1991.17,$1858.43,$132.74,Limited Edition,93%
43-297389,561902006518,25492573,"Friday, February 17, 2023",Saleable Products,Discontinued,50,0,50,$2049.54,$0.0,$2049.54,Set,0%
43-386050,933251567391,45496015,"Saturday, October 14, 2023",Saleable Products,No Inventory,2,0,2,$39.82,$0.0,$39.82,Set,0%
43-308902,798400899699,56020613,"Saturday, January 21, 2023",Saleable Products,Discontinued,13,0,13,$1096.79,$0.0,$1096.79,Set,0%
43-285715,333279765207,43704923,"Wednesday, May 24, 2023",Saleable Products,OK,28,28,0,$1540.67,$1540.67,$0.0,Limited Edition,100%
43-409258,180092702123,50603163,"Wednesday, September 11, 2024",Saleable Products,No Inventory,14,0,14,$496.46,$0.0,$496.46,Limited Edition,0%
43-371952,790933616150,27778019,"Thursday, March 21, 2024",Saleable Products,Freshness,3,2,1,$214.49,$143.0,$71.49,Set,66%
43-831442,933251567391,82160068,"Tuesday, February 06, 2024",Saleable Products,Global Allocation,16,14,2,$644.24,$563.71,$80.53,Set,87%
43-560952,150711229823,50603163,"Saturday, July 08, 2023",Saleable Products,Discontinued,25,0,25,$1063.86,$0.0,$1063.86,Set,0%
43-377395,709761138617,82160068,"Saturday, December 07, 2024",Saleable Products,OK,46,46,0,$1609.31,$1609.31,$0.0,Limited Edition,100%
43-196901,826046287257,56020613,"Tuesday, September 24, 2024",Saleable Products,Discontinued,47,0,47,$1996.81,$0.0,$1996.81,Set,0%
43-613682,251461507038,19233013,"Friday, September 06, 2024",Saleable Products,Freshness,3,1,2,$100.84,$33.61,$67.23,C,33%
43-472405,369419548116,71510041,"Monday, April 03, 2023",Saleable Products,Freshness,34,32,2,$3346.16,$3149.33,$196.83,Travel Retail,94%
43-706806,517045625552,31172421,"Friday, March 29, 2024",Saleable Products,Automatic Closing,3,0,3,$99.53,$0.0,$99.53,Set,0%
43-481276,223005401501,85563727,"Sunday, June 11, 2023",Saleable Products,Global Allocation,41,40,1,$2797.65,$2729.41,$68.24,C,97%
43-465805,254608246768,27778019,"Wednesday, April 12, 2023",Saleable Products,Global Allocation,29,26,3,$791.53,$709.65,$81.88,Limited Edition,89%
43-909889,590573056992,99038526,"Sunday, May 12, 2024",Saleable Products,OK,40,40,0,$2404.48,$2404.48,$0.0,Limited Edition,100%
43-773003,847373620112,19832887,"Monday, October 30, 2023",Saleable Products,Global Allocation,19,16,3,$1060.27,$892.86,$167.41,C,84%
43-648450,984901132451,11049999,"Saturday, June 10, 2023",Saleable Products,Freshness,20,17,3,$1196.67,$1017.17,$179.5,Limited Edition,85%
43-571516,227649528249,27778019,"Friday, September 06, 2024",Saleable Products,Global Allocation,21,18,3,$883.62,$757.39,$126.23,C,85%
43-969793,390355792387,38609087,"Tuesday, May 23, 2023",Saleable Products,OK,20,20,0,$1767.42,$1767.42,$0.0,Travel Retail,100%
43-761679,790757033266,38270233,"Monday, May 15, 2023",Saleable Products,Discontinued,28,0,28,$1030.66,$0.0,$1030.66,C,0%
43-820413,275259659197,42787299,"Saturday, January 28, 2023",Saleable Products,Global Allocation,47,45,2,$4155.94,$3979.09,$176.85,Set,95%
43-972132,566854953850,24366125,"Monday, November 06, 2023",Saleable Products,Global Allocation,27,24,3,$1257.4,$1117.69,$139.71,Set,88%
43-278755,869945806981,56020613,"Friday, March 31, 2023",Saleable Products,Freshness,44,41,3,$3023.01,$2816.9,$206.11,Travel Retail,93%
43-138515,894035742189,50603163,"Thursday, February 22, 2024",Saleable Products,Freshness,46,45,1,$501.68,$490.78,$10.9,Limited Edition,97%
43-975271,945433611429,24366125,"Saturday, April 20, 2024",Saleable Products,Discontinued,50,0,50,$2484.39,$0.0,$2484.39,Set,0%
43-713650,517045625552,99639081,"Monday, July 08, 2024",Saleable Products,No Inventory,25,0,25,$1711.73,$0.0,$1711.73,Limited Edition,0%
43-504415,607507949295,19832887,"Wednesday, February 26, 2025",Saleable Products,No Inventory,2,0,2,$73.57,$0.0,$73.57,Travel Retail,0%
43-263267,798400899699,45594597,"Saturday, July 01, 2023",Saleable Products,Automatic Closing,43,41,2,$1673.98,$1596.12,$77.86,Limited Edition,95%
43-664080,488136971784,56843172,"Wednesday, May 03, 2023",Saleable Products,Global Allocation,24,22,2,$1097.51,$1006.05,$91.46,Travel Retail,91%
43-696337,643354278056,24366125,"Wednesday, January 03, 2024",Saleable Products,Freshness,33,32,1,$1129.21,$1094.99,$34.22,Limited Edition,96%
43-320895,615379416985,82160068,"Sunday, December 01, 2024",Saleable Products,Automatic Closing,19,17,2,$1221.25,$1092.7,$128.55,Limited Edition,89%
43-836296,476415064723,97775215,"Monday, September 04, 2023",Saleable Products,Global Allocation,26,24,2,$375.05,$346.2,$28.85,C,92%
43-554928,424493543665,46553958,"Tuesday, August 27, 2024",Saleable Products,Global Allocation,46,45,1,$3900.92,$3816.12,$84.8,C,97%
43-463773,851347210313,59597086,"Friday, June 30, 2023",Saleable Products,Automatic Closing,41,39,2,$3952.35,$3759.56,$192.79,Set,95%
43-777388,835339233454,42787299,"Tuesday, February 20, 2024",Saleable Products,Freshness,3,0,3,$74.72,$0.0,$74.72,Travel Retail,0%
43-950299,354342113419,84437458,"Saturday, January 27, 2024",Saleable Products,Discontinued,27,0,27,$817.03,$0.0,$817.03,Travel Retail,0%
43-815147,726820024292,99038526,"Tuesday, September 10, 2024",Saleable Products,No Inventory,14,0,14,$1335.56,$0.0,$1335.56,Travel Retail,0%
43-934951,871590378377,82909480,"Thursday, August 03, 2023",Saleable Products,Global Allocation,20,17,3,$495.46,$421.14,$74.32,Limited Edition,85%
43-402712,590573056992,38609087,"Wednesday, May 01, 2024",Saleable Products,OK,35,35,0,$684.97,$684.97,$0.0,C,100%
43-317523,894370590668,77898694,"Friday, January 06, 2023",Saleable Products,OK,23,23,0,$1872.05,$1872.05,$0.0,C,100%
43-458802,871590378377,31172421,"Saturday, February 10, 2024",Saleable Products,OK,25,25,0,$1774.74,$1774.74,$0.0,Travel Retail,100%
43-833640,223005401501,31172421,"Tuesday, August 15, 2023",Saleable Products,Discontinued,4,0,4,$284.75,$0.0,$284.75,C,0%
43-628236,654818085172,99639081,"Wednesday, May 10, 2023",Saleable Products,No Inventory,2,0,2,$60.8,$0.0,$60.8,Limited Edition,0%
43-678406,941629821539,99639081,"Saturday, April 19, 2025",Saleable Products,Global Allocation,2,0,2,$87.67,$0.0,$87.67,C,0%
43-970168,517010168081,43704923,"Saturday, December 30, 2023",Saleable Products,Freshness,25,24,1,$608.49,$584.15,$24.34,Set,96%
43-879230,476415064723,80993218,"Saturday, February 08, 2025",Saleable Products,Freshness,47,45,2,$1153.59,$1104.5,$49.09,Travel Retail,95%
43-932878,790757033266,99639081,"Friday, February 03, 2023",Saleable Products,No Inventory,23,0,23,$1256.06,$0.0,$1256.06,Travel Retail,0%
43-382014,709761138617,27778019,"Wednesday, August 09, 2023",Saleable Products,Discontinued,21,0,21,$1481.42,$0.0,$1481.42,Limited Edition,0%
43-195166,850726264460,45431319,"Friday, May 05, 2023",Saleable Products,No Inventory,45,0,45,$1748.92,$0.0,$1748.92,Set,0%
43-638205,808302588517,38609087,"Friday, August 25, 2023",Saleable Products,Global Allocation,25,23,2,$1319.56,$1214.0,$105.56,C,92%
43-910978,754474071330,47816686,"Friday, August 23, 2024",Saleable Products,Automatic Closing,27,25,2,$1116.51,$1033.8,$82.71,Limited Edition,92%
43-320958,748913461122,59597086,"Saturday, June 10, 2023",Saleable Products,Automatic Closing,11,9,2,$1015.63,$830.97,$184.66,C,81%
43-370756,274493552068,38609087,"Monday, May 27, 2024",Saleable Products,Global Allocation,14,13,1,$1026.3,$952.99,$73.31,C,92%
43-328856,643354278056,82909480,"Thursday, February 16, 2023",Saleable Products,Global Allocation,17,15,2,$1126.48,$993.96,$132.52,C,88%
43-590406,342910249529,11250299,"Monday, November 06, 2023",Saleable Products,Freshness,15,14,1,$1135.93,$1060.2,$75.73,Travel Retail,93%
43-373516,481597082643,97775215,"Friday, June 28, 2024",Saleable Products,Discontinued,46,0,46,$1569.34,$0.0,$1569.34,Travel Retail,0%
43-132975,709761138617,19832887,"Sunday, March 09, 2025",Saleable Products,Discontinued,31,0,31,$2904.12,$0.0,$2904.12,Set,0%
43-220898,223005401501,68812137,"Tuesday, January 02, 2024",Saleable Products,No Inventory,34,0,34,$950.44,$0.0,$950.44,Limited Edition,0%
43-642145,406404042870,30863865,"Sunday, January 08, 2023",Saleable Products,Freshness,36,33,3,$807.4,$740.11,$67.29,Travel Retail,91%
43-790311,850726264460,82909480,"Sunday, July 09, 2023",Saleable Products,OK,40,40,0,$3661.6,$3661.6,$0.0,Limited Edition,100%
43-761770,354342113419,82160068,"Sunday, June 04, 2023",Saleable Products,Automatic Closing,44,43,1,$1469.25,$1435.86,$33.39,Limited Edition,97%
43-295481,894370590668,11049999,"Thursday, February 16, 2023",Saleable Products,Global Allocation,13,11,2,$1122.59,$949.88,$172.71,Limited Edition,84%
43-598293,942959595464,50181935,"Monday, March 04, 2024",Saleable Products,No Inventory,18,0,18,$662.21,$0.0,$662.21,Set,0%
43-246606,615379416985,85563727,"Saturday, April 08, 2023",Saleable Products,Automatic Closing,17,16,1,$620.54,$584.04,$36.5,Limited Edition,94%
43-589943,754474071330,30863865,"Monday, November 18, 2024",Saleable Products,Automatic Closing,45,43,2,$4329.0,$4136.6,$192.4,Set,95%
43-715326,342910249529,77834855,"Thursday, August 22, 2024",Saleable Products,No Inventory,44,0,44,$4262.59,$0.0,$4262.59,Limited Edition,0%
43-438680,496852403351,11049999,"Sunday, February 19, 2023",Saleable Products,Discontinued,39,0,39,$3765.89,$0.0,$3765.89,Travel Retail,0%
43-490366,256589576361,56843172,"Wednesday, April 19, 2023",Saleable Products,Freshness,28,27,1,$625.75,$603.4,$22.35,Set,96%
43-691155,498837994177,95125977,"Tuesday, August 13, 2024",Saleable Products,OK,26,26,0,$1597.76,$1597.76,$0.0,Travel Retail,100%
43-496267,894035742189,45431319,"Sunday, September 03, 2023",Saleable Products,OK,48,48,0,$637.46,$637.46,$0.0,Travel Retail,100%
43-790282,847373620112,50181935,"Sunday, October 20, 2024",Saleable Products,No Inventory,14,0,14,$1004.95,$0.0,$1004.95,C,0%
43-716972,921467220156,47816686,"Thursday, September 07, 2023",Saleable Products,No Inventory,37,0,37,$2604.84,$0.0,$2604.84,C,0%
43-135494,336890980656,77834855,"Saturday, August 05, 2023",Saleable Products,Freshness,11,9,2,$1092.4,$893.78,$198.62,Travel Retail,81%
43-438031,615379416985,56843172,"Thursday, January 18, 2024",Saleable Products,Automatic Closing,32,29,3,$2848.12,$2581.11,$267.01,Set,90%
43-835354,521179644432,11250299,"Wednesday, September 25, 2024",Saleable Products,Freshness,24,21,3,$711.28,$622.37,$88.91,Set,87%
43-209694,251461507038,45496015,"Sunday, August 20, 2023",Saleable Products,Freshness,31,30,1,$1548.2,$1498.25,$49.95,Set,96%
43-760049,312933106111,92097999,"Thursday, May 16, 2024",Saleable Products,Global Allocation,40,37,3,$1326.25,$1226.78,$99.47,Set,92%
43-476317,312933106111,77898694,"Tuesday, September 10, 2024",Saleable Products,Global Allocation,41,39,2,$586.18,$557.59,$28.59,Travel Retail,95%
43-108281,219883823727,99639081,"Monday, May 13, 2024",Saleable Products,Automatic Closing,50,47,3,$2221.11,$2087.84,$133.27,Limited Edition,94%
43-266461,336890980656,80993218,"Tuesday, March 28, 2023",Saleable Products,Discontinued,8,0,8,$157.55,$0.0,$157.55,Limited Edition,0%
43-541878,488136971784,46553958,"Tuesday, September 10, 2024",Saleable Products,OK,39,39,0,$3074.78,$3074.78,$0.0,Travel Retail,100%
43-598593,570662212985,19233013,"Sunday, March 05, 2023",Saleable Products,Global Allocation,8,5,3,$360.39,$225.24,$135.15,C,62%
43-450971,847373620112,24366125,"Tuesday, January 03, 2023",Saleable Products,Automatic Closing,47,44,3,$602.14,$563.71,$38.43,C,93%
43-453026,754648192232,84252420,"Wednesday, March 01, 2023",Saleable Products,No Inventory,31,0,31,$1065.25,$0.0,$1065.25,Limited Edition,0%
43-779352,176040557040,99639081,"Wednesday, October 23, 2024",Saleable Products,Freshness,19,16,3,$758.99,$639.15,$119.84,Set,84%
43-205075,743806247029,28024248,"Monday, January 23, 2023",Saleable Products,Global Allocation,36,34,2,$1828.34,$1726.76,$101.58,Set,94%
43-296200,476415064723,84437458,"Saturday, July 08, 2023",Saleable Products,Freshness,39,36,3,$2781.0,$2567.07,$213.93,Set,92%
43-475394,312933106111,50181935,"Thursday, December 26, 2024",Saleable Products,Freshness,32,29,3,$2589.11,$2346.38,$242.73,Travel Retail,90%
43-421153,496852403351,68812137,"Sunday, August 18, 2024",Saleable Products,Global Allocation,21,20,1,$2073.17,$1974.45,$98.72,Limited Edition,95%
43-270651,397982492151,95125977,"Friday, October 25, 2024",Saleable Products,Automatic Closing,23,21,2,$1998.25,$1824.49,$173.76,Travel Retail,91%
43-589518,808302588517,92097999,"Saturday, December 16, 2023",Saleable Products,No Inventory,36,0,36,$1842.67,$0.0,$1842.67,Limited Edition,0%
43-673338,219883823727,19736572,"Saturday, March 16, 2024",Saleable Products,OK,15,15,0,$292.41,$292.41,$0.0,Travel Retail,100%
43-295203,275259659197,45496015,"Wednesday, April 12, 2023",Saleable Products,Automatic Closing,2,1,1,$139.52,$69.76,$69.76,C,50%
43-888576,517045625552,47816686,"Sunday, January 21, 2024",Saleable Products,Discontinued,12,0,12,$576.17,$0.0,$576.17,Travel Retail,0%
43-122806,213114812281,43704923,"Tuesday, May 30, 2023",Saleable Products,Discontinued,38,0,38,$1767.13,$0.0,$1767.13,C,0%
43-560333,213114812281,56020613,"Saturday, July 08, 2023",Saleable Products,OK,6,6,0,$242.38,$242.38,$0.0,Travel Retail,100%
43-948530,709761138617,23419256,"Friday, December 15, 2023",Saleable Products,No Inventory,46,0,46,$1159.05,$0.0,$1159.05,C,0%
43-746564,726820024292,97775215,"Sunday, January 21, 2024",Saleable Products,Discontinued,38,0,38,$683.68,$0.0,$683.68,Travel Retail,0%
43-578617,643354278056,80993218,"Thursday, January 02, 2025",Saleable Products,Freshness,1,0,1,$83.7,$0.0,$83.7,Limited Edition,0%
43-722408,491257417623,80993218,"Sunday, January 05, 2025",Saleable Products,Discontinued,38,0,38,$1012.58,$0.0,$1012.58,Limited Edition,0%
43-703943,407473554860,42787299,"Sunday, November 24, 2024",Saleable Products,Global Allocation,50,49,1,$3649.27,$3576.28,$72.99,Limited Edition,98%
43-828234,422601660137,84437458,"Sunday, October 15, 2023",Saleable Products,Freshness,26,23,3,$1960.62,$1734.4,$226.22,Set,88%
43-556097,377150435753,37326368,"Tuesday, December 17, 2024",Saleable Products,Automatic Closing,48,45,3,$1807.74,$1694.76,$112.98,Travel Retail,93%
43-866461,488136971784,95125977,"Sunday, May 19, 2024",Saleable Products,No Inventory,23,0,23,$1381.39,$0.0,$1381.39,C,0%
43-518731,726820024292,50181935,"Tuesday, March 07, 2023",Saleable Products,OK,1,1,0,$74.02,$74.02,$0.0,C,100%
43-596576,808302588517,91178885,"Monday, June 10, 2024",Saleable Products,Global Allocation,21,20,1,$464.1,$442.0,$22.1,C,95%
43-974613,889742985454,52436584,"Monday, January 27, 2025",Saleable Products,Global Allocation,19,17,2,$479.59,$429.11,$50.48,Set,89%
43-355421,275259659197,99639081,"Saturday, January 13, 2024",Saleable Products,OK,29,29,0,$2162.83,$2162.83,$0.0,Limited Edition,100%
43-364843,136171878809,93370583,"Friday, December 29, 2023",Saleable Products,Discontinued,50,0,50,$1759.39,$0.0,$1759.39,C,0%
43-858510,850726264460,42787299,"Friday, September 06, 2024",Saleable Products,OK,26,26,0,$510.83,$510.83,$0.0,Travel Retail,100%
43-491344,213114812281,56843172,"Monday, November 13, 2023",Saleable Products,OK,34,34,0,$1931.94,$1931.94,$0.0,Travel Retail,100%
43-730133,539441524732,75569635,"Tuesday, January 03, 2023",Saleable Products,Discontinued,17,0,17,$1403.73,$0.0,$1403.73,C,0%
43-454291,496852403351,99038526,"Tuesday, January 14, 2025",Saleable Products,Automatic Closing,18,16,2,$675.98,$600.88,$75.1,Set,88%
43-605998,180092702123,84252420,"Friday, April 05, 2024",Saleable Products,No Inventory,32,0,32,$1070.33,$0.0,$1070.33,C,0%
43-811517,643354278056,92097999,"Friday, August 16, 2024",Saleable Products,OK,4,4,0,$114.8,$114.8,$0.0,Set,100%
43-520639,254608246768,56020613,"Saturday, September 28, 2024",Saleable Products,Discontinued,30,0,30,$1587.05,$0.0,$1587.05,Travel Retail,0%
43-414754,798400899699,99038526,"Friday, April 11, 2025",Saleable Products,Global Allocation,31,30,1,$1908.0,$1846.46,$61.54,C,96%
43-142078,929319141080,59597086,"Saturday, May 27, 2023",Saleable Products,OK,18,18,0,$398.0,$398.0,$0.0,Set,100%
43-345684,941629821539,52436584,"Monday, August 21, 2023",Saleable Products,No Inventory,5,0,5,$410.65,$0.0,$410.65,Limited Edition,0%
43-900244,690821577339,45496015,"Sunday, January 01, 2023",Saleable Products,OK,32,32,0,$1846.61,$1846.61,$0.0,Set,100%
43-631586,700832336208,43704923,"Friday, October 20, 2023",Saleable Products,Automatic Closing,29,27,2,$1758.81,$1637.51,$121.3,Limited Edition,93%
43-213094,406404042870,99639081,"Sunday, March 23, 2025",Saleable Products,Automatic Closing,12,11,1,$246.96,$226.38,$20.58,C,91%
43-541435,214832269481,82160068,"Sunday, March 09, 2025",Saleable Products,Global Allocation,15,12,3,$991.38,$793.1,$198.28,Limited Edition,80%
43-546582,700832336208,71510041,"Tuesday, December 19, 2023",Saleable Products,Automatic Closing,15,12,3,$1065.73,$852.58,$213.15,C,80%
43-911673,748913461122,59597086,"Tuesday, January 14, 2025",Saleable Products,No Inventory,35,0,35,$1622.02,$0.0,$1622.02,C,0%
